cell_id,gene_name,n_cells_by_counts,mean_counts,pct_dropout_by_counts,total_counts,n_cells,mt,highly_variable,highly_variable_rank,means,variances,variances_norm
Tph2,Tph2,46,0.032945093,98.46921797004991,99.0,46,False,True,1015.0,0.03294509151414309,0.11709002527966042,1.9857166591224202
Scg2,Scg2,1805,6.3960066,39.93344425956739,19220.0,1805,False,True,430.0,6.396006655574043,181.04485754988957,3.000444188273233
Nr2e1,Nr2e1,145,0.10216306,95.17470881863561,307.0,145,False,True,1502.0,0.1021630615640599,0.3267762783288401,1.7065750134154494
Gm9846,Gm9846,2362,4.8156404,21.397670549084857,14471.0,2362,False,True,493.0,4.8156405990016635,99.43071401193231,2.790630023171049
Fam19a2,Fam19a2,457,0.34675542,84.79201331114808,1042.0,457,False,True,859.0,0.34675540765391016,1.493568863257198,2.137359074944122
Egln3,Egln3,139,0.16472545,95.37437603993344,495.0,139,False,True,227.0,0.16472545757071547,1.296092176598698,4.176796356470481
1810041L15Rik,1810041L15Rik,506,0.39301166,83.16139767054909,1181.0,506,False,True,634.0,0.3930116472545757,1.9443586033929243,2.4176080043555954
P2ry1,P2ry1,137,0.08818635,95.44093178036606,265.0,137,False,True,1039.0,0.08818635607321132,0.3241113900268295,1.9709631724946035
Sorcs1,Sorcs1,608,0.4282862,79.76705490848586,1287.0,608,False,True,1525.0,0.42828618968386023,1.5079213295195866,1.6988966195018123
Htr3a,Htr3a,266,5.1763725,91.14808652246256,15555.0,266,False,True,2.0,5.1763727121464225,920.7531699276213,20.943500957794765
Kcnip1,Kcnip1,288,0.46821964,90.41597337770384,1407.0,288,False,True,121.0,0.46821963394342764,5.551336542956597,5.6273862992165515
Btbd11,Btbd11,220,0.17703827,92.67886855241264,532.0,220,False,True,852.0,0.17703826955074875,0.7156510121834238,2.1456313846202657
Rgs12,Rgs12,575,1.0,80.86522462562395,3005.0,575,False,True,43.0,1.0,26.504660452729695,8.995196947010637
Cnr1,Cnr1,1472,7.084193,51.01497504159733,21288.0,1472,False,True,15.0,7.084193011647255,1226.91135125434,13.194302858851229
Htr3b,Htr3b,67,0.049916804,97.77038269550748,150.0,67,False,True,981.0,0.04991680532445923,0.18325981331602234,2.015553863896409
Sulf2,Sulf2,1147,1.0608985,61.83028286189685,3188.0,1147,False,True,1766.0,1.0608985024958402,4.848154318922515,1.601362151620351
Galnt14,Galnt14,329,0.26156405,89.05158069883528,786.0,329,False,True,944.0,0.2615640599001664,1.0407492173496935,2.0538793126042743
Slc35f1,Slc35f1,974,0.76006657,67.5873544093178,2284.0,974,False,True,1807.0,0.7600665557404326,2.9620532578857466,1.5904734757841934
E130309F12Rik,E130309F12Rik,438,0.27753744,85.4242928452579,834.0,438,False,True,1181.0,0.27753743760399335,1.0121617100660152,1.8642849268384265
Gng2,Gng2,1654,3.1397672,44.95840266222962,9435.0,1654,False,True,590.0,3.1397670549084857,41.549699679406416,2.5201528607163795
Tnc,Tnc,71,0.04326123,97.63727121464227,130.0,71,False,True,1951.0,0.04326123128119801,0.1212969507102012,1.5483537716314695
Npas3,Npas3,539,0.42895174,82.06322795341097,1289.0,539,False,True,733.0,0.42895174708818634,2.0146741671116266,2.26575075802037
Celf6,Celf6,668,0.47920132,77.7703826955075,1440.0,668,False,True,988.0,0.47920133111480867,2.0379327840194805,2.009522400188638
Npas1,Npas1,207,0.35074875,93.11148086522462,1054.0,207,False,True,150.0,0.3507487520798669,3.588652069010594,5.070888278263733
Ache,Ache,677,0.4592346,77.47088186356072,1380.0,677,False,True,1696.0,0.45923460898502494,1.569326311451628,1.6280158731533036
Clnk,Clnk,45,0.031613976,98.50249584026622,95.0,45,False,True,1107.0,0.03161397670549085,0.10852086292043223,1.9232523395262613
Sel1l3,Sel1l3,1069,1.0369384,64.42595673876872,3116.0,1069,False,True,1803.0,1.0369384359401,4.666078506528134,1.5928133415625618
Adarb2,Adarb2,220,0.25890183,92.67886855241264,778.0,220,False,True,326.0,0.2589018302828619,1.7278876085352628,3.4509270956475735
Nrxn3,Nrxn3,2038,6.0891848,32.17970049916805,18298.0,2038,False,True,465.0,6.089184692179701,158.0206719382491,2.870730333411538
Akap7,Akap7,791,0.66688854,73.67720465890183,2004.0,791,False,True,1158.0,0.6668885191347754,2.905311387368099,1.875494674835842
Chrna4,Chrna4,338,0.3018303,88.75207986688852,907.0,338,False,True,524.0,0.30183028286189684,1.6029427208536249,2.684390323199398
Tmem242,Tmem242,866,0.6049917,71.18136439267887,1818.0,866,False,True,1720.0,0.6049916805324459,2.190454435683088,1.6145472503921512
Camk2d,Camk2d,809,0.6672213,73.07820299500831,2005.0,809,False,True,784.0,0.6672212978369384,3.4298339872959542,2.212551109038759
Rph3a,Rph3a,1001,2.1763728,66.68885191347754,6540.0,1001,False,True,319.0,2.1763727121464225,31.09671187169175,3.493611071575226
Pcp4l1,Pcp4l1,828,1.446589,72.44592346089851,4347.0,828,False,True,139.0,1.4465890183028287,25.17798852777493,5.308505997024878
Ablim1,Ablim1,1271,1.4895175,57.703826955074874,4476.0,1271,False,True,1673.0,1.4895174708818635,8.12280952074988,1.6415585910833217
Igf1,Igf1,453,0.8352745,84.9251247920133,2510.0,453,False,True,127.0,0.8352745424292846,11.645626131325756,5.447766808539735
Sorcs2,Sorcs2,425,0.27753744,85.85690515806988,834.0,425,False,True,1888.0,0.27753743760399335,0.8503774224494999,1.5662969612759998
Ddah1,Ddah1,693,0.54043263,76.93843594009984,1624.0,693,False,True,771.0,0.540432612312812,2.6112974159800237,2.221518932116593
Adra1b,Adra1b,254,0.25524127,91.54742096505824,767.0,254,False,True,297.0,0.2552412645590682,1.7760419274577806,3.606421437338562
Vash2,Vash2,46,0.026955076,98.46921797004991,81.0,46,False,True,1806.0,0.02695507487520799,0.07550487314750601,1.590895856187099
Enho,Enho,692,0.5803661,76.97171381031613,1744.0,692,False,True,1109.0,0.5803660565723794,2.4719845530418776,1.9224218566540268
Gng4,Gng4,338,0.28718802,88.75207986688852,863.0,338,False,True,207.0,0.2871880199667221,2.7979882619070238,4.354471405798003
Bglap2,Bglap2,14,0.022628952,99.53410981697172,68.0,14,False,True,641.0,0.022628951747088188,0.39562624210426034,2.4096644130270146
Tac2,Tac2,132,0.76339436,95.60732113144759,2294.0,132,False,True,8.0,0.7633943427620632,47.439005784854864,15.996904178213853
Fam163a,Fam163a,82,0.054908484,97.27121464226289,165.0,82,False,True,1446.0,0.05490848585690516,0.17374836878615532,1.7320381483861407
Col6a3,Col6a3,77,0.04126456,97.43760399334442,124.0,77,False,True,1235.0,0.04126455906821963,0.15808362006509352,1.8364836539755707
Dlx6os1,Dlx6os1,315,0.67321134,89.51747088186356,2023.0,315,False,True,88.0,0.6732113144758736,11.008353365784073,6.431868078236425
Col15a1,Col15a1,35,0.020965058,98.83527454242929,63.0,35,False,True,1484.0,0.020965058236272878,0.0618106529064963,1.7151217663961928
Cacng5,Cacng5,159,0.11913478,94.70881863560732,358.0,159,False,True,803.0,0.11913477537437604,0.4904626332942671,2.19043226752364
Xist,Xist,1445,7.2672215,51.9134775374376,21838.0,1445,False,True,1822.0,7.267221297836938,121.54807633083774,1.585139729885877
Scn7a,Scn7a,57,0.035274543,98.10316139767055,106.0,57,False,True,843.0,0.035274542429284524,0.13790309537366702,2.1522905436974784
Wnt5a,Wnt5a,212,0.19933444,92.9450915141431,599.0,212,False,True,408.0,0.19933444259567387,1.1669769204011942,3.1025601403457834
Cbln2,Cbln2,344,0.30582362,88.55241264559068,919.0,344,False,True,389.0,0.30582362728785356,1.9101025587624623,3.1514250617496753
Socs2,Socs2,474,0.40299502,84.22628951747089,1211.0,474,False,True,969.0,0.40299500831946755,1.679418457032334,2.028947673236904
Slc18a3,Slc18a3,11,0.009650582,99.63394342762064,29.0,11,False,True,660.0,0.009650582362728786,0.042183799304753945,2.382956078932688
Mybpc1,Mybpc1,21,0.015973378,99.30116472545757,48.0,21,False,True,633.0,0.015973377703826955,0.0709831151365567,2.4184597110319603
AI848285,AI848285,77,0.061564058,97.43760399334442,185.0,77,False,True,822.0,0.06156405990016639,0.2442112679488913,2.1613795749071345
Wnt5b,Wnt5b,41,0.026289517,98.63560732113145,79.0,41,False,True,1684.0,0.026289517470881863,0.07554032227689751,1.6357840559765207
Scgn,Scgn,29,0.016971713,99.03494176372712,51.0,29,False,True,1889.0,0.01697171381031614,0.04465194493863978,1.5660662030724022
Myl1,Myl1,14,0.060232945,99.53410981697172,181.0,14,False,True,105.0,0.060232945091514146,1.5393135276093326,5.999944158524953
Chat,Chat,11,0.010981698,99.63394342762064,33.0,11,False,True,1733.0,0.010981697171381031,0.10673688548380307,1.608019768824369
Col24a1,Col24a1,54,0.03893511,98.20299500831948,117.0,54,False,True,795.0,0.038935108153078206,0.15460871915648797,2.2025095802760384
Glra2,Glra2,146,0.10715474,95.1414309484193,322.0,146,False,True,801.0,0.10715474209650583,0.44057795374331615,2.1909942847899084
Rgs16,Rgs16,380,0.2715474,87.35440931780366,816.0,380,False,True,1060.0,0.27154742096505824,1.0354252012292045,1.9558924744127066
Grpr,Grpr,43,0.04326123,98.56905158069883,130.0,43,False,True,446.0,0.04326123128119801,0.2997257123613331,2.9600859000452826
Penk,Penk,337,0.46589017,88.78535773710483,1400.0,337,False,True,52.0,0.46589018302828616,10.551183003914797,8.356426327816845
Calb2,Calb2,92,0.20965058,96.93843594009984,630.0,92,False,True,60.0,0.2096505823627288,6.25363519744058,7.958986953539908
Rgs8,Rgs8,684,0.45024958,77.2379367720466,1353.0,684,False,True,1552.0,0.4502495840266223,1.5878203438122651,1.6866304266505563
H2-M5,H2-M5,22,0.0119800335,99.26788685524126,36.0,22,False,True,1325.0,0.011980033277870216,0.03647427390212939,1.7878451576164596
Trpc3,Trpc3,182,0.11980033,93.94342762063228,360.0,182,False,True,1900.0,0.11980033277870217,0.3518215313580781,1.562411928912349
Fam159b,Fam159b,15,0.009317803,99.50083194675541,28.0,15,False,True,1054.0,0.009317803660565723,0.028541644972538,1.9626156398733614
Gpc3,Gpc3,97,0.06688852,96.7720465890183,201.0,97,False,True,826.0,0.06688851913477538,0.2661635844387186,2.15898872965729
Clrn1,Clrn1,48,0.024958402,98.4026622296173,75.0,48,False,True,1699.0,0.024958402662229616,0.07094810912128248,1.6263281184233402
Dlx1,Dlx1,315,0.3560732,89.51747088186356,1070.0,315,False,True,481.0,0.3560732113144759,2.046937970670278,2.8447273469189684
Slc7a1,Slc7a1,766,0.58069885,74.50915141430949,1745.0,766,False,True,1311.0,0.5806988352745425,2.30881509069439,1.7942164170584392
Dlx2,Dlx2,158,0.13111481,94.74209650582362,394.0,158,False,True,725.0,0.13111480865224626,0.5620308806228407,2.2766425073706444
Rbms3,Rbms3,463,0.60199666,84.59234608985025,1809.0,463,False,True,323.0,0.6019966722129784,4.671101205048891,3.465387469851771
Nap1l5,Nap1l5,2030,5.2685523,32.445923460898506,15832.0,2030,False,True,333.0,5.26855241264559,144.07199673867981,3.42515576449759
Peg3,Peg3,1741,2.458902,42.06322795341099,7389.0,1741,False,True,1818.0,2.458901830282862,17.265038074580612,1.5866717492337243
Dnm3,Dnm3,1559,2.1717138,48.11980033277871,6526.0,1559,False,True,741.0,2.17171381031614,19.98382013111658,2.252911634677384
Neto1,Neto1,845,0.6961731,71.8801996672213,2092.0,845,False,True,726.0,0.6961730449251248,3.7448754960109336,2.276222541285938
Marcks,Marcks,1915,4.0695505,36.272878535773714,12229.0,1915,False,True,179.0,4.0695507487520794,133.4648681403169,4.58704241536951
Tmsb10,Tmsb10,1788,2.98203,40.499168053244595,8961.0,1788,False,True,1329.0,2.9820299500831946,26.933099073669663,1.7857790898350858
Pitpnc1,Pitpnc1,945,0.9627288,68.55241264559069,2893.0,945,False,True,657.0,0.9627287853577371,6.273577105179715,2.3870074496512457
Kcnh2,Kcnh2,176,0.098835275,94.14309484193012,297.0,176,False,True,985.0,0.09883527454242928,0.3727183500202726,2.0142190518094454
Thsd7a,Thsd7a,1002,1.0745424,66.65557404326124,3229.0,1002,False,True,219.0,1.0745424292845258,13.045706556538017,4.230350667325734
AI504432,AI504432,525,0.39767054,82.52911813643927,1195.0,525,False,True,1013.0,0.39767054908485855,1.6197682070051875,1.9869227719798874
Tmem130,Tmem130,1401,1.8272879,53.377703826955084,5491.0,1401,False,True,1051.0,1.8272878535773711,13.263436217045989,1.9659036773847727
Whrn,Whrn,118,0.074542426,96.07321131447587,224.0,118,False,True,1098.0,0.07454242928452579,0.26607939275641346,1.926177879808627
Sfrp2,Sfrp2,34,0.017304493,98.8685524126456,52.0,34,False,True,1600.0,0.017304492512479203,0.059620561381275264,1.6685335317537016
Rcan3,Rcan3,289,0.2109817,90.38269550748753,634.0,289,False,True,1215.0,0.21098169717138104,0.7377621850843404,1.8469588161646318
Camk2n2,Camk2n2,530,0.5737105,82.36272878535773,1724.0,530,False,True,656.0,0.5737104825291182,3.025606900173034,2.3877063264273355
Klhl29,Klhl29,607,0.43227953,79.80033277870217,1299.0,607,False,True,1617.0,0.43227953410981695,1.4938311868146963,1.6649927189960931
Sncb,Sncb,1300,1.6099833,56.73876871880199,4838.0,1300,False,True,1456.0,1.609983361064892,9.595506158178544,1.7287788660820744
Tmem178,Tmem178,940,0.706822,68.71880199667221,2124.0,940,False,True,1250.0,0.7068219633943428,3.0728063081726273,1.8285335756113554
AF529169,AF529169,31,0.018302828,98.96838602329451,55.0,31,False,True,975.0,0.018302828618968387,0.0719019122589736,2.024454866652779
Samd10,Samd10,235,0.14043261,92.17970049916805,422.0,235,False,True,1936.0,0.14043261231281198,0.4103653254340857,1.5512877572708565
Ttn,Ttn,136,0.074875206,95.47420965058237,225.0,136,False,True,1104.0,0.07487520798668885,0.6325409714390796,1.9237769832749216
Gjd2,Gjd2,123,0.09184692,95.90682196339434,276.0,123,False,True,995.0,0.09184692179700499,0.343758405320915,2.0041831813586004
Gnal,Gnal,750,0.5610649,75.04159733777038,1686.0,750,False,True,1932.0,0.5610648918469218,1.9127978003815356,1.5525882251897498
Arhgef10l,Arhgef10l,306,0.18402663,89.81697171381032,553.0,306,False,True,1711.0,0.18402662229617303,0.5616622096771715,1.62032343024974
Elavl4,Elavl4,1649,2.8472545,45.12479201331114,8556.0,1649,False,True,1214.0,2.847254575707155,25.737979311002064,1.8472422023981039
Kcnc1,Kcnc1,987,1.081198,67.15474209650583,3249.0,987,False,True,505.0,1.081198003327787,8.532685648198449,2.742365103655185
Mafb,Mafb,264,0.2502496,91.21464226289517,752.0,264,False,True,250.0,0.2502495840266223,2.0119215422143726,3.9746150885577967
Dynll2,Dynll2,1838,3.3091514,38.83527454242929,9944.0,1838,False,True,1744.0,3.309151414309484,29.017243121206892,1.605837745357725
Gng3,Gng3,1625,3.0282862,45.9234608985025,9100.0,1625,False,True,1890.0,3.02828618968386,24.252528519932355,1.565973841134319
Slc38a1,Slc38a1,1324,1.5670549,55.94009983361066,4709.0,1324,False,True,1396.0,1.567054908485857,9.35344155657106,1.7546055000548944
Stxbp1,Stxbp1,1898,4.666223,36.83860232945092,14022.0,1898,False,True,1945.0,4.666222961730449,52.08529348555833,1.5491333051776688
Rims2,Rims2,1418,1.1973377,52.81198003327787,3598.0,1418,False,True,1813.0,1.1973377703826955,5.727023536006294,1.5879946886443168
Scn1a,Scn1a,1635,2.5613976,45.590682196339436,7697.0,1635,False,True,1555.0,2.561397670549085,19.645113891405877,1.6862481716952957
Efhd2,Efhd2,1284,1.4652246,57.271214642262905,4403.0,1284,False,True,807.0,1.46522462562396,10.555797594333429,2.184757044504234
Lynx1,Lynx1,1506,2.2648919,49.88352745424292,6806.0,1506,False,True,1327.0,2.264891846921797,16.97175302591535,1.7869332007155465
Tiam1,Tiam1,722,0.5567388,75.97337770382696,1673.0,722,False,True,1028.0,0.556738768718802,2.4113102662894432,1.9763560334578634
Slc32a1,Slc32a1,328,0.55407655,89.08485856905159,1665.0,328,False,True,246.0,0.5540765391014975,4.859008842342196,4.0065694376150045
Pdxk,Pdxk,1264,1.1407654,57.93677204658903,3428.0,1264,False,True,1841.0,1.140765391014975,5.308074647004306,1.578783730873885
Dnajb1,Dnajb1,977,0.6898503,67.48752079866888,2073.0,977,False,True,1375.0,0.6898502495840266,2.866491488885597,1.7647249363690827
Elavl2,Elavl2,1171,1.9876872,61.031613976705486,5973.0,1171,False,True,380.0,1.9876871880199667,24.84638629359414,3.227139005985827
Dlx1os,Dlx1os,245,0.47687188,91.84692179700498,1433.0,245,False,True,80.0,0.4768718801996672,12.569122035843446,6.744865593803702
Phyhipl,Phyhipl,1604,1.8885192,46.62229617304493,5675.0,1604,False,True,1454.0,1.8885191347753745,12.282840848918296,1.7291896312431678
Etl4,Etl4,883,0.75074875,70.61564059900167,2256.0,883,False,True,980.0,0.7507487520798669,3.687853134256988,2.015835891131253
Gapdh,Gapdh,1933,3.4216306,35.673876871880196,10282.0,1933,False,True,491.0,3.421630615640599,53.51890612848919,2.7926476842271972
Adarb1,Adarb1,773,0.64592344,74.27620632279535,1941.0,773,False,True,1111.0,0.6459234608985025,2.843962237814915,1.9192817944550735
Rcan2,Rcan2,1127,1.3793677,62.49584026622297,4145.0,1127,False,True,486.0,1.3793677204658903,12.40529986640118,2.801137686327583
Cplx1,Cplx1,1468,3.4469218,51.14808652246256,10358.0,1468,False,True,365.0,3.4469217970049915,63.80052730580009,3.286127568784523
Abat,Abat,1224,1.4831947,59.26788685524127,4457.0,1224,False,True,234.0,1.4831946755407655,20.28974744710937,4.125832975551333
Pclo,Pclo,2100,3.9454243,30.116472545757066,11856.0,2100,False,True,1182.0,3.945424292845258,46.076913976041176,1.8630335519113617
Vwc2,Vwc2,126,0.07687188,95.80698835274542,231.0,126,False,True,1567.0,0.07687188019966722,0.24009407312712241,1.6831725157907325
Ndn,Ndn,1905,3.7394342,36.605657237936775,11237.0,1905,False,True,1170.0,3.739434276206323,41.986343887572254,1.8703790015680066
Neto2,Neto2,857,0.759401,71.48086522462562,2282.0,857,False,True,1207.0,0.7594009983361065,3.4404284027286978,1.8496862914523153
Grip1,Grip1,771,0.60532445,74.34276206322795,1819.0,771,False,True,1025.0,0.605324459234609,2.6883870867684316,1.9801388197108587
Ctps,Ctps,1187,1.2821963,60.49916805324459,3853.0,1187,False,True,194.0,1.2821963394342761,17.589446572622922,4.414444191177669
Msi2,Msi2,1128,1.0232946,62.462562396006646,3075.0,1128,False,True,1857.0,1.0232945091514143,4.523425227816017,1.5739460021215854
Eef1a2,Eef1a2,1559,2.3673878,48.11980033277871,7114.0,1559,False,True,1506.0,2.36738768718802,17.42823035730515,1.705894024643886
Fam163b,Fam163b,547,0.36505824,81.79700499168054,1097.0,547,False,True,1586.0,0.36505823627287853,1.239857228631391,1.676319195505162
Scg3,Scg3,1849,2.8412645,38.46921797004992,8538.0,1849,False,True,1625.0,2.8412645590682195,23.081652195298183,1.662557039990424
Rasgrf2,Rasgrf2,655,0.98801994,78.20299500831946,2969.0,655,False,True,272.0,0.9880199667221298,10.373358428362712,3.7991117334751228
Bcat1,Bcat1,1096,0.9893511,63.52745424292845,2973.0,1096,False,True,1913.0,0.989351081530782,4.266198147339867,1.559356300260018
Steap2,Steap2,215,0.14675541,92.84525790349417,441.0,215,False,True,1542.0,0.14675540765391015,0.46747032797091326,1.6919478367593606
Impdh1,Impdh1,609,0.40532446,79.73377703826955,1218.0,609,False,True,1458.0,0.40532445923460897,1.4401846899641177,1.7284910808688196
Rnd3,Rnd3,392,0.24326123,86.95507487520798,731.0,392,False,True,1908.0,0.243261231281198,0.727422117154938,1.560571978682514
Gria4,Gria4,1033,0.956406,65.62396006655574,2874.0,1033,False,True,1774.0,0.956405990016639,4.162213443639166,1.5991272462720028
Ankrd50,Ankrd50,516,0.37637272,82.82861896838602,1131.0,516,False,True,1353.0,0.37637271214642265,1.3606266519848185,1.7779414025037177
Col26a1,Col26a1,106,0.06622296,96.47254575707154,199.0,106,False,True,1928.0,0.06622296173044925,0.18968762670294328,1.5549351894408752
Igsf3,Igsf3,528,0.31580698,82.42928452579035,949.0,528,False,True,1976.0,0.3158069883527454,0.9684750892321152,1.5405883371378608
Rgs17,Rgs17,1401,1.7983361,53.377703826955084,5404.0,1401,False,True,1490.0,1.7983361064891847,11.25492399485108,1.7101849942888439
Maf,Maf,460,0.75374377,84.69217970049917,2265.0,460,False,True,160.0,0.7537437603993344,9.051188542841366,4.919175070590495
Cacng2,Cacng2,1204,1.3787022,59.933444259567395,4143.0,1204,False,True,1526.0,1.3787021630615641,7.51366076512531,1.6977765337130366
Magi1,Magi1,1400,1.3873544,53.41098169717138,4169.0,1400,False,True,1982.0,1.3873544093178036,6.873874656309643,1.5392860546370495
Tmem238,Tmem238,42,0.024625624,98.60232945091514,74.0,42,False,True,1592.0,0.024625623960066557,0.07196328356423272,1.6740419390687509
Arl4c,Arl4c,474,0.7361065,84.22628951747089,2212.0,474,False,True,270.0,0.7361064891846921,6.802174582531204,3.8244638719929087
Mgll,Mgll,2018,2.61198,32.84525790349417,7849.0,2018,False,True,1628.0,2.61198003327787,19.979217283224514,1.659511740243383
Trnp1,Trnp1,812,0.69783694,72.9783693843594,2097.0,812,False,True,1302.0,0.6978369384359401,2.9712503129493277,1.799973305282958
Nrip3,Nrip3,1164,3.0941763,61.26455906821964,9298.0,1164,False,True,316.0,3.0941763727121465,56.66722639364933,3.5253708491081204
Slc2a13,Slc2a13,994,1.4016639,66.92179700499167,4212.0,994,False,True,376.0,1.4016638935108152,14.689810812427515,3.241295631609227
Ubash3b,Ubash3b,632,0.68186355,78.96838602329451,2049.0,632,False,True,339.0,0.6818635607321132,5.4313786831091395,3.39879960326255
Kcnq5,Kcnq5,756,0.6093178,74.84193011647254,1831.0,756,False,True,1486.0,0.6093178036605658,2.3479823906449515,1.7145449554090932
Dhrs11,Dhrs11,39,0.021963395,98.70216306156406,66.0,39,False,True,1040.0,0.021963394342762062,0.07475047136264232,1.9707995346092961
Col14a1,Col14a1,62,0.044259567,97.93677204658901,133.0,62,False,True,840.0,0.04425956738768719,0.17280741595786897,2.153599346919891
Sp8,Sp8,113,0.08585691,96.2396006655574,258.0,113,False,True,616.0,0.08585690515806989,0.393425072726104,2.4597536591122995
Rgs10,Rgs10,524,1.0219634,82.56239600665558,3071.0,524,False,True,73.0,1.021963394342762,25.35104874033755,7.120237275910295
Myh8,Myh8,23,0.023960067,99.23460898502496,72.0,23,False,True,507.0,0.02396006655574043,0.11393970546204614,2.7312794418260258
Pnoc,Pnoc,249,0.5876872,91.71381031613977,1766.0,249,False,True,117.0,0.5876871880199668,7.465427571889729,5.713433030666324
Vwa5a,Vwa5a,434,0.24858569,85.55740432612313,747.0,434,False,True,661.0,0.24858569051580698,1.138251161512899,2.3828328042609215
Cpne4,Cpne4,293,0.22429284,90.2495840266223,674.0,293,False,True,779.0,0.2242928452579035,0.9456812990333485,2.2169218773857735
Cidea,Cidea,155,0.09151414,94.84193011647255,275.0,155,False,True,1126.0,0.09151414309484193,0.3261763018138881,1.9088396629644309
Unc5d,Unc5d,428,0.46023294,85.75707154742096,1383.0,428,False,True,498.0,0.46023294509151413,2.6772629284082683,2.7701952532295566
Trh,Trh,13,0.010648918,99.56738768718803,32.0,13,False,True,1372.0,0.01064891846921797,0.0691275747699684,1.7657280423226691
Slc35d3,Slc35d3,26,0.01797005,99.13477537437603,54.0,26,False,True,992.0,0.017970049916805324,0.060928634255823094,2.005387399096333
Gal,Gal,30,0.020965058,99.00166389351082,63.0,30,False,True,874.0,0.020965058236272878,0.09643115889850695,2.1200795704800597
Gm14204,Gm14204,162,0.12845258,94.6089850249584,386.0,162,False,True,751.0,0.12845257903494176,0.5427487698044311,2.245272057962831
Tox3,Tox3,484,0.33377704,83.89351081530782,1003.0,484,False,True,1175.0,0.33377703826955074,1.2504066679812549,1.8675213348899058
Alk,Alk,116,0.074542426,96.13976705490849,224.0,116,False,True,1166.0,0.07454242928452579,0.2587558241811815,1.8731617644126126
Fam46a,Fam46a,311,0.2672213,89.65058236272878,803.0,311,False,True,409.0,0.26722129783693843,1.6099937742466492,3.098734324111505
Fmo1,Fmo1,121,0.0921797,95.97337770382696,277.0,121,False,True,1341.0,0.09217970049916806,0.3067464124373271,1.781708356449267
Sema5a,Sema5a,626,0.6096506,79.16805324459236,1832.0,626,False,True,355.0,0.6096505823627287,4.584926808625672,3.3456011260462417
Ptchd2,Ptchd2,415,0.29351082,86.18968386023295,882.0,415,False,True,997.0,0.2935108153078203,1.1588293811246693,2.0031119205847734
Crispld1,Crispld1,215,0.12545757,92.84525790349417,377.0,215,False,True,1734.0,0.1254575707154742,0.37939497198411176,1.6077501202204496
Tnnt1,Tnnt1,82,0.054575708,97.27121464226289,164.0,82,False,True,1120.0,0.054575707154742095,0.19076217843762383,1.9136177855694976
Atf5,Atf5,471,0.38801998,84.3261231281198,1166.0,471,False,True,665.0,0.3880199667221298,1.883345112783622,2.376563971703865
Slc6a1,Slc6a1,1020,2.8955076,66.05657237936772,8701.0,1020,False,True,75.0,2.8955074875207987,100.24540258025266,6.991063818346454
Lrrtm3,Lrrtm3,572,0.4549085,80.96505823627288,1367.0,572,False,True,1793.0,0.45490848585690513,1.5210186750444754,1.5958567504859924
